,SMILES,lambda_max_exp_nm,solvent,reference,description,mol_wt,abs_max_ev
632,COc1ccccc1-n1nc(C#N)c(N2CCCC2)n1,318,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1591,269.1276601,3.899
633,N#Cc1nn(-c2ccccc2Cl)nc1N1CCCC1,324,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1592,273.0781231,3.827
634,N#Cc1nn(-c2c(Cl)cccc2Cl)nc1N1CCCC1,317,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1593,307.0391507,3.911
635,N#Cc1nn(-c2ccccc2C(F)(F)F)nc1N1CCCC1,326,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1594,307.10448,3.803
636,COc1ccc(-n2nc(C(=O)N3CCCC3)c(N3CCCC3)n2)cc1,328,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1595,341.185175,3.78
637,CCOC(=O)c1nn(-c2ccc(OC)cc2)nc1N1CCCC1,336,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1596,316.1535405,3.69
638,COc1ccc(-n2nc(C(=O)c3ccc(Cl)cc3)c(N3CCCC3)n2)cc1,381,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1597,382.1196535,3.254
639,COc1ccc(-n2nc(C#N)c(N3CCCCC3)n2)cc1,340,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1598,283.1433102,3.647
640,COc1ccc(-n2nc(C#N)c(N3CCOCC3)n2)cc1,324,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1599,285.1225747,3.827
641,COc1ccc(-n2nc(C#N)c(N3CCCCCC3)n2)cc1,344,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1600,297.1589602,3.604
642,COc1ccc(-n2nc(C#N)c(N3CCN(c4ccccn4)CC3)n2)cc1,321,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1601,361.1651082,3.862
643,COc1ccc(-n2nc(C#N)c(N3CCC(N4CCCCC4)CC3)n2)cc1,325,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1602,366.2168095,3.815
644,COc1ccc(-n2nc(C#N)c(NC3CCCCC3)n2)cc1,330,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1604,297.1589602,3.757
645,Cc1nc(-c2ccccc2)c2ccccn12,367,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1618,208.1000484,3.378
646,c1ccc(-c2nc(-c3ccccc3)n3ccccc23)cc1,385,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1619,270.1156984,3.22
647,Oc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,345,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1620,286.1106131,3.594
648,N#Cc1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,380,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1622,295.1109474,3.263
649,CN(C)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,315,cyclohexane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1634,313.1578976,3.936
650,c1ccc(-c2nc(-c3c[nH]c4ccccc34)n3ccccc23)cc1,382,cyclohexane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1635,309.1265975,3.246
651,c1ccc(-c2nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)n3ccccc23)cc1,352,cyclohexane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1636,437.1891977,3.522
652,c1ccc(-c2nc(-c3cccc4ccccc34)n3ccccc23)cc1,362,cyclohexane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1637,320.1313485,3.425
653,Oc1ccc2ccccc2c1-c1nc(-c2ccccc2)c2ccccn12,361,cyclohexane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1638,336.1262631,3.434
654,c1ccc(-c2nc(-c3c4ccccc4cc4ccccc34)n3ccccc23)cc1,375,cyclohexane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1639,370.1469986,3.306
655,OC1(c2ccc(-c3cccs3)s2)CCC1,310,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1691,236.032957,3.999
656,OC1(c2ccc(-c3cccs3)s2)CCCC1,342,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1697,250.0486071,3.625
657,OC1(c2ccc(-c3cccs3)s2)CCCCC1,309,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1703,264.0642571,4.012
658,CC1CCC(O)(c2ccc(-c3cccs3)s2)CC1,341,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1709,278.0799072,3.636
659,OC1(c2ccc(-c3cccs3)s2)CCC(c2ccccc2)CC1,313,tetrahydrofuran,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1712,340.0955573,3.961
660,C1=C(c2ccc(-c3cccs3)s2)CCCC1,344,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1727,246.0536924,3.604
661,CC1CC=C(c2ccc(-c3cccs3)s2)CC1,336,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1733,260.0693425,3.69
662,C1=C(c2ccc(-c3cccs3)s2)CCC(c2ccccc2)C1,342,tetrahydrofuran,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1736,322.0849926,3.625
663,O=CC1=C(c2ccc(-c3cccs3)s2)CC1,396,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1746,246.0173069,3.131
664,O=CC1=C(c2ccc(-c3cccs3)s2)CCC1,386,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1752,260.032957,3.212
665,O=Cc1ccc(-c2ccc(C3=CCCCC3)s2)s1,389,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1758,274.0486071,3.187
666,CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,390,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1764,288.0642571,3.179
667,O=Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,385,tetrahydrofuran,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1766,350.0799072,3.22
668,N#CC1=C(c2ccc(-c3cccs3)s2)CC1,367,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1776,243.0176413,3.378
669,N#CC1=C(c2ccc(-c3cccs3)s2)CCC1,366,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1782,257.0332914,3.388
670,N#Cc1ccc(-c2ccc(C3=CCCCC3)s2)s1,366,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1788,271.0489414,3.388
671,COc1ccc(N2c3cc(OC)ccc3N=c3cc4c(cc32)=Nc2cc(C(C)(C)C)cc(C(C)(C)C)c2O4)cc1,558,methanol,https://doi.org/10.1016/j.dyepig.2017.11.009,DBtag:1807,533.267842,2.222
672,COc1ccc2c(c1)N(c1ccc(C)cc1)c1cc3c(cc1=N2)Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)N=3,555,methanol,https://doi.org/10.1016/j.dyepig.2017.11.009,DBtag:1808,517.2729274,2.234
673,COc1ccc2c(c1)N(c1ccccc1-c1ccccc1)c1cc3c(cc1=N2)Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)N=3,552,methanol,https://doi.org/10.1016/j.dyepig.2017.11.009,DBtag:1809,579.2885774,2.246
674,CCCCCCN1C(=O)c2cccc3cc(/N=C\c4ccc5c(c4)c4ccccc4n5CC)cc(c23)C1=O,340,chloroform,https://doi.org/10.1016/j.dyepig.2018.05.017,DBtag:1810,501.2416272,3.647
675,CCCCCCN1C(=O)c2cccc3cc(/N=C\c4nc5ccccc5s4)cc(c23)C1=O,370,chloroform,https://doi.org/10.1016/j.dyepig.2018.05.017,DBtag:1811,441.151098,3.351
676,CCCCCCN1C(=O)c2cccc3cc(/N=C\c4cn(C)c5ccccc45)cc(c23)C1=O,344,chloroform,https://doi.org/10.1016/j.dyepig.2018.05.017,DBtag:1812,437.2103271,3.604
677,CCCCCCN1C(=O)c2cccc3cc(/N=C\c4cnc5ccccc5c4)cc(c23)C1=O,328,chloroform,https://doi.org/10.1016/j.dyepig.2018.05.017,DBtag:1813,435.194677,3.78
678,CCCCCCN1C(=O)c2cccc3cc(/N=C\c4c[nH]c5c4ccc4ccccc45)cc(c23)C1=O,342,chloroform,https://doi.org/10.1016/j.dyepig.2018.05.017,DBtag:1814,473.2103271,3.625
679,CCCCCCN1C(=O)c2cccc3cc(/N=C\c4ccc(N5CCOCC5)cc4)cc(c23)C1=O,322,chloroform,https://doi.org/10.1016/j.dyepig.2018.05.017,DBtag:1815,469.2365419,3.85
680,CCCCCCN1C(=O)c2cccc3cc(/N=C\c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc(c23)C1=O,380,chloroform,https://doi.org/10.1016/j.dyepig.2018.05.017,DBtag:1816,551.2572773,3.263
681,Nc1ccc2c(c1)C(=O)N(C13C[C@H]4C[C@@H](C1)C[C@@H](C3)C4)C2=O,380,dimethylsulfoxide,https://doi.org/10.1016/j.snb.2019.01.102,DBtag:1906,296.1524779,3.263
682,c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,411,ethanol,doi:10.1016/j.jlumin.2011.05.048,DBtag:1907,270.1044651,3.017
683,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,318,acetonitrile,https://doi.org/10.1016/j.saa.2018.05.080,DBtag:1914,190.1106131,3.899
684,Cc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c43,445,carbon tetrachloride,https://doi.org/10.1016/j.dyepig.2017.09.003,DBtag:1915,516.1878008,2.786
685,CN(C)c1ccc2nc(-c3ccccc3)sc2c1,363,methanol,https://doi.org/10.1016/j.jphotochem.2019.03.021,DBtag:1923,254.0877694,3.416
686,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1,377,methanol,https://doi.org/10.1016/j.jphotochem.2019.03.021,DBtag:1929,298.0775987,3.289
687,COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,396,methanol,https://doi.org/10.1016/j.jphotochem.2019.03.021,DBtag:1936,312.0932488,3.131
688,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1,393,methanol,https://doi.org/10.1016/j.jphotochem.2019.03.021,DBtag:1943,354.1401989,3.155
689,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,377,methanol,https://doi.org/10.1016/j.jphotochem.2019.03.021,DBtag:1950,325.1248832,3.289
690,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1,389,methanol,https://doi.org/10.1016/j.jphotochem.2019.03.021,DBtag:1957,373.1248832,3.187
691,CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1,390,cyclohexane,https://doi.org/10.1016/j.jphotochem.2019.03.021,DBtag:1958,575.2090068,3.179
692,Oc1ccc2ccccc2c1,328,water,DOI: 10.1021/acs.jpcb.9b01295,DBtag:1965,144.0575149,3.78
693,Nc1ccc2ccc(O)cc2c1,332,water,DOI: 10.1021/acs.jpcb.9b01295,DBtag:1969,159.0684139,3.734
694,COc1ccc2ccc(O)cc2c1,325,water,DOI: 10.1021/acs.jpcb.9b01295,DBtag:1971,174.0680796,3.815
695,N#Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,375,toluene,"doi:10.1038/nature11687, DOI: 10.1021/acsami.8b11136, DOI: 10.1021/acs.joc.5b01496",DBtag:1978,458.1531466,3.306
696,N#Cc1c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,375,toluene,DOI: 10.1021/acs.joc.5b01496,DBtag:2014,788.268845,3.306
697,COc1cn2cc(-c3ccc(C#N)cc3)[n-][n+]2c1,378,dichloromethane,10.1021/ol302668y,DBtag:2036,238.0854609,3.28
698,Cc1cn2cc(-c3ccc(C#N)cc3)[n-][n+]2c1,385,dichloromethane,10.1021/ol302668y,DBtag:2037,222.0905463,3.22
699,N#Cc1ccc(-c2cn3cc(C#N)c[n+]3[n-]2)cc1,360,dichloromethane,10.1021/ol302668y,DBtag:2038,233.0701452,3.444
700,N#Cc1ccc(-c2cn3cc(-c4ccccc4)c[n+]3[n-]2)cc1,383,dichloromethane,10.1021/ol302668y,DBtag:2039,284.1061964,3.237
701,N#Cc1ccc(-c2cn3ccc[n+]3[n-]2)cc1,381,dichloromethane,10.1021/ol302668y,DBtag:2040,208.0748963,3.254
702,c1cc2ccc3cccc4ccc(c1)c2c34,330,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2049,202.0782503,3.757
703,CCCCc1ccc2ccc3cccc4ccc1c2c34,338,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2052,258.1408506,3.668
704,CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,344,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2055,314.2034508,3.604
705,CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,352,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2058,370.2660511,3.522
706,CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,359,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2061,426.3286513,3.454
707,Cc1ccc2ccc3cccc4ccc1c2c34,338,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2064,216.0939004,3.668
708,CC(C)c1ccc2ccc3cccc4ccc1c2c34,338,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2067,244.1252005,3.668
709,CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,338,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2070,258.1408506,3.668
710,Cc1ccc2ccc3c(C)ccc4ccc1c2c43,344,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2076,230.1095504,3.604
711,CC(C)c1ccc2ccc3c(C(C)C)ccc4ccc1c2c43,345,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2079,286.1721507,3.594
712,CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,346,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2082,314.2034508,3.583
713,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,274.0026304,water,DOI: 10.1021/acs.jpca.5b00688,DBtag:2088,267.0967539,4.525
714,Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,294.9852507,water,DOI: 10.1021/acs.jpca.5b00688,DBtag:2089,283.0916685,4.203
715,Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,378,acetonitrile,DOI: 10.1021/jo901889y,DBtag:2097,275.1422475,3.28
716,Cc1ccc(-c2ccc(/C=C/c3ccc(Cl)cc3)cn2)nc1,337,acetonitrile,DOI: 10.1021/jo901889y,DBtag:2101,306.0923762,3.679
717,Cc1ccc(-c2ccc(/C=C/c3ccc(F)cc3)cn2)nc1,334,acetonitrile,DOI: 10.1021/jo901889y,DBtag:2102,290.1219267,3.712
718,COc1ccc(/C=C/c2ccc(-c3ccc(C)cn3)nc2)cc1,345,acetonitrile,DOI: 10.1021/jo901889y,DBtag:2103,302.1419132,3.594
719,Cc1ccc(-c2ccc(/C=C/c3cccs3)cn2)nc1,348,acetonitrile,DOI: 10.1021/jo901889y,DBtag:2104,278.0877694,3.563
720,Cc1ccc(-c2ccc(/C=C/c3ccc(N(C)C)cc3)cn2)nc1,383,acetonitrile,DOI: 10.1021/jo901889y,DBtag:2105,315.1735477,3.237
721,Cc1ccc(-c2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cn2)nc1,349,acetonitrile,DOI: 10.1021/jo901889y,DBtag:2106,317.1164267,3.553
722,Cc1ccc(-c2ccc(/C=C/c3ccc(C#N)cc3)cn2)nc1,343,acetonitrile,DOI: 10.1021/jo901889y,DBtag:2107,297.1265975,3.615
723,c1ccc2c(c1)ccc1ccc3ccc4ccccc4c3c12,393,chloroform,DOI: 10.1021/acs.orglett.7b00548,DBtag:2109,278.1095504,3.155
724,N#Cc1cc2ccc3cc(C#N)c4ccccc4c3c2c2ccccc12,422,chloroform,DOI: 10.1021/acs.orglett.7b00548,DBtag:2110,328.1000484,2.938
725,COc1ccc2c(c1)c(C#N)cc1c(OC)c(OC)c3cc(C#N)c4cc(OC)ccc4c3c12,471,chloroform,DOI: 10.1021/acs.orglett.7b00548,DBtag:2111,448.1423071,2.632
726,COc1ccc2c(C=C(C#N)C#N)cc3ccc4cc(C=C(C#N)C#N)c5ccc(OC)cc5c4c3c2c1,456,chloroform,DOI: 10.1021/acs.orglett.7b00548,DBtag:2112,490.1429758,2.719
727,COc1ccc2c(C#N)cc3ccc4cc(C#N)c5ccc(OC)cc5c4c3c2c1,422,chloroform,DOI: 10.1021/acs.orglett.7b00548,DBtag:2113,388.1211778,2.938
728,CCC/N=C/c1cc2ccc(N(C)C)cc2cc1OC,438,water,DOI: 10.1021/acs.orglett.9b00784,DBtag:2131,270.1732133,2.831
729,CC(C)(C)c1cccc2c(O)cccc12,296,water,dx.doi.org/10.1021/jp308746x,DBtag:2134,200.1201151,4.189
730,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,330,acetonitrile,DOI: 10.1021/acs.jpcb.6b05854,DBtag:2138,316.1211778,3.757
731,COC(=O)/C(C#N)=c1/cc/c(=c2/cc/c(=C(\C#N)C(=O)OC)s2)s1,550,toluene,DOI: 10.1021/jacs.5b03899,DBtag:2140,358.0081988,2.254
732,CCCCCCc1ccc(/C=C/c2ccc(CCCCCC)s2)s1,356,toluene,DOI: 10.1021/jacs.5b03899,DBtag:2141,360.194543,3.483
733,CCCCCCc1cc2/c(=C(\C#N)C(=O)OC)s/c(=c3/s/c(=C(/C#N)C(=O)OC)c4cc(CCCCCC)sc34)c2s1,580,toluene,DOI: 10.1021/jacs.5b03899,DBtag:2142,638.1401416,2.138
734,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(C(F)(F)F)cc4)sc23)c2sc(-c3ccc(C(F)(F)F)cc3)cc12,596,toluene,DOI: 10.1021/jacs.5b03899,DBtag:2143,757.9897103,2.08
735,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(F)cc4)sc23)c2sc(-c3ccc(F)cc3)cc12,602,toluene,DOI: 10.1021/jacs.5b03899,DBtag:2144,657.9960974,2.06
736,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccccc4)sc23)c2sc(-c3ccccc3)cc12,605,toluene,DOI: 10.1021/jacs.5b03899,DBtag:2145,622.0149411,2.049
737,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(C)cc4)sc23)c2sc(-c3ccc(C)cc3)cc12,612,toluene,DOI: 10.1021/jacs.5b03899,DBtag:2146,650.0462412,2.026
738,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(OC)cc4)sc23)c2sc(-c3ccc(OC)cc3)cc12,628,toluene,DOI: 10.1021/jacs.5b03899,DBtag:2147,682.0360704,1.974
739,COc1ccc2cc3c(C)cc(=O)oc3cc2c1,343,ethanol,10.1021/ol062490r,DBtag:2153,240.0786442,3.615
740,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,400.9623095,diethyl ether,10.1021/jp035610a,DBtag:2159,392.0231663,3.092
741,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,405.0222762,diethyl ether,10.1021/jp035610a,DBtag:2170,388.0727033,3.061
742,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,417.0141785,diethyl ether,10.1021/jp035610a,DBtag:2181,384.1222404,2.973
743,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,414.0786749,diethyl ether,10.1021/jp035610a,DBtag:2192,260.0837296,2.994
744,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,414.9377593,acetonitrile,10.1021/jp035610a,DBtag:2209,287.0946287,2.988
745,c1ccc2c(c1)ccc1ccc3c(c12)-c1c(ccc2ccc4ccccc4c12)C3,400,dichloromethane,DOI: 10.1021/acs.orglett.6b01708,DBtag:2226,366.1408506,3.1
746,c1ccc(C2c3ccc4ccc5ccccc5c4c3-c3c2ccc2ccc4ccccc4c32)cc1,401,dichloromethane,DOI: 10.1021/acs.orglett.6b01708,DBtag:2227,442.1721507,3.092
747,c1ccc(C2(c3ccccc3)c3ccc4ccc5ccccc5c4c3-c3c2ccc2ccc4ccccc4c32)cc1,408,dichloromethane,DOI: 10.1021/acs.orglett.6b01708,DBtag:2228,518.2034508,3.039
748,c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c12,435,dichloromethane,DOI: 10.1021/acs.orglett.6b01708,DBtag:2229,328.1252005,2.85
749,CN(CCO)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,487,methanol,10.1021/jp076026v,DBtag:2230,300.1222404,2.546
750,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)ncn2)cc1,359,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2234,344.1524779,3.454
751,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)ncn2)cc1,429,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2235,370.2157468,2.89
752,C(=C/c1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)ncn1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,427,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2236,618.2783471,2.904
753,C(=C/c1cc(/C=C/c2ccccc2)nc(/C=C/c2ccccc2)n1)\c1ccccc1,312,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2237,386.1782987,3.974
754,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccccc3)n2)cc1,369,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2238,446.1994281,3.36
755,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccccc3)n2)cc1,423,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2239,472.262697,2.931
756,C(=C/c1nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1)\c1ccccc1,430,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2240,720.3252973,2.883
757,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccc(OC)cc3)n2)cc1,339,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2241,476.2099928,3.657
758,COc1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)cc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,423,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2242,502.2732617,2.931
759,COc1ccc(/C=C/c2nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,424,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2243,750.335862,2.924
760,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,370,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2244,489.2416272,3.351
761,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,402,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2245,515.3048962,3.084
762,CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,409,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2246,763.3674964,3.031
763,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,376,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2247,613.2729274,3.297
764,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,406,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2248,639.3361963,3.054
765,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccc4cc(OC)ccc4c3)n2)cc1,347,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2250,526.2256428,3.573
766,COc1ccc2cc(/C=C/c3nc(/C=C/c4ccc(N(C)C)cc4)cc(/C=C/c4ccc(N(C)C)cc4)n3)ccc2c1,418,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2251,552.2889118,2.966
767,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccc(C(F)(F)F)cc3)n2)cc1,370,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2253,514.1868127,3.351
768,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(C(F)(F)F)cc3)n2)cc1,429,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2254,540.2500817,2.89
769,FC(F)(F)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,430,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2255,788.3126819,2.883
770,COc1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,420,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2256,626.3045618,2.952
771,COc1ccc(/C=C/c2cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,386,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2257,626.3045618,3.212
